Tree_order,Standard_name,Clade,WineSubclades,Clade_class,Ploidy,N_aneuploidies,EUP_ANEU,HOM_HET,Single_strain_class,Ecological_origins,Sporulation_in_water,CLS_WATERday8,CLS_WATERday20,CLS_SDCday7,CLS_SDCday21,CLS_SDCday35,CLS_CRday7,CLS_CRday21,CLS_CRday35,Asci_24_hours,Dyads_24_hours,Asci_72_hours,Dyads_72_hours,Adenine_doublingtime,Alanine_doublingtime,Arabinose_0.5_doublingtime,Arabinose_2_doublingtime,Arabinose_8_doublingtime,Citrulline_doublingtime,Fructose_0.5_doublingtime,Fructose_2_doublingtime,Fructose_32_doublingtime,Fructose_8_doublingtime,Glucose_0.5_doublingtime,Glucose_1_doublingtime,Glucose_16_doublingtime,Glucose_2_doublingtime,Glucose_32_doublingtime,Glucose_50_doublingtime,Glucose_8_doublingtime,Glycerol_0.5_doublingtime,Glycerol_2_doublingtime,Glycine_doublingtime,Isoleucine_doublingtime,Malic_Acid_doublingtime,Maltose_0.5_doublingtime,Maltose_2_doublingtime,Maltose_32_doublingtime,Maltose_8_doublingtime,Mannitol_2_doublingtime,Methionine_doublingtime,NH4_doublingtime,Phenylalanine_doublingtime,Raffinose_2_doublingtime,Raffinose_8_doublingtime,Serine_doublingtime,Sucrose_2_doublingtime,Sucrose_32_doublingtime,Sucrose_8_doublingtime,Threonine_doublingtime,Tryptophan_doublingtime,Valine_doublingtime,Xylose_0.5_doublingtime,Xylose_2_doublingtime,Xylose_8_doublingtime,YPD_doublingtime,Adenine_yield,Alanine_yield,Arabinose_0.5_yield,Arabinose_2_yield,Arabinose_8_yield,Citrulline_yield,Fructose_0.5_yield,Fructose_2_yield,Fructose_32_yield,Fructose_8_yield,Glucose_0.5_yield,Glucose_1_yield,Glucose_16_yield,Glucose_2_yield,Glucose_32_yield,Glucose_50_yield,Glucose_8_yield,Glycerol_0.5_yield,Glycerol_2_yield,Glycine_yield,Isoleucine_yield,Malic_Acid_yield,Maltose_0.5_yield,Maltose_2_yield,Maltose_32_yield,Maltose_8_yield,Mannitol_2_yield,Methionine_yield,NH4_yield,Phenylalanine_yield,Raffinose_2_yield,Raffinose_8_yield,Serine_yield,Sucrose_2_yield,Sucrose_32_yield,Sucrose_8_yield,Threonine_yield,Tryptophan_yield,Valine_yield,Xylose_0.5_yield,Xylose_2_yield,Xylose_8_yield,YPD_yield,YPACETATE_40h,YPD14_40h,YPD40_40h,YPD42_40h,YPD6AU_40h,YPDANISO10_40h,YPDANISO20_40h,YPDANISO50_40h,YPDBENOMYL200_40h,YPDBENOMYL500_40h,YPDCAFEIN40_40h,YPDCAFEIN50_40h,YPDCHX05_40h,YPDCHX1_40h,YPDCUSO410MM_40h,YPDDMSO_40h,YPDETOH_40h,YPDFLUCONAZOLE_40h,YPDFORMAMIDE4_40h,YPDFORMAMIDE5_40h,YPDHU_40h,YPDKCL2M_40h,YPDLICL250MM_40h,YPDMV_40h,YPDNACL15M_40h,YPDNACL1M_40h,YPDNYSTATIN_40h,YPDSDS_40h,YPDSODIUMMETAARSENITE_40h,YPETHANOL_40h,YPGALACTOSE_40h,YPGLYCEROL_40h,YPRIBOSE_40h,YPSORBITOL_40h,YPXYLOSE_40h,24_DiCl_48H,20C_48H,20C_72H,39C_48H,39C_72H,42C_48H,42C_72H,5_FU_48H,6_AU_48H,6_AU_39C_48H,6_AU_39C_72H,Acetic_acid_48H,Amphotericin_B_48H,Amphotericin_B_anaerobic_48H,Anaerobic_growth_48H,Cadmium_chloride_48H,Caffeine_15mM_48H,Caffeine_15mM_72H,Caffeine_20mM_48H,Caffeine_20mM_72H,Caspofungin_48H,Clioquinol_48H,Clioquinol_72H,Clozapine_48H,Cyclohexamide_48H,Cyclohexamide_72H,DMSO_0.01__48H,Glucose_0.02_48H,Glycerol_0.02__48H,Glycerol_0.02__72H,NaCl_0.4M_48H,NaCl_0.4M_72H,NaCl_0.4M_39C_48H,NaCl_0.4M_39C_72H,NaCl_0.6M_48H,NaCl_0.6M_72H,NaCl_0.6M_39C_48H,NaCl_0.6M_39C_72H,NiSO4_48H,Nitrogen_starvation_48H,Nystatin_48H,Paraquat_48H,SC_48H,SC_hepes_48H,Sorbitol_1M_48H,YPD_24H,aa_starvation_48H,CLS_RM7,CLS_RM21,CLS_RM35,Mitochondrial.volume.YPEG,Mitochondrial.volume.YPD,Mitochondrial.activity.YPEG,Mitochondrial.activity.YPD,mtDNA_CN_PLOIDY,mtDNA_ratio,Telomere.length,ITS.content,Y.copies,Freq_Non_flocculating,Freq_1n_cells,Mean_DNAcontent_single_cells,Mean_DNAcontent_1n_cells,Mean_size_single_cells,Mean_size_1n_cells,Median_size_single_cells,Median_size_1n_cells,Cycloheximide_0.2aug.ml_GT,Cycloheximide_0.2aug.ml_Yield,Clotrimazole_0.3ug.ml_GT,Clotrimazole_0.3ug.ml_Yield,Ketoconazole_0.005mg.mL_GT,Ketoconazole_0.0075mg.mL_GT,Ketoconazole_0.005mg.mL_Yield,Ketoconazole_0.0075mg.mL_Yield,AmphotericinB_0.25ug.ml_GT,AmphotericinB_0.5ug.ml_GT,AmphotericinB_0.25ug.ml_Yield,AmphotericinB_0.5ug.ml_Yield,Flucanazole_8ug.ml_GT,Flucanazole_8ug.ml_Yield,Caspofungin_0.5ug.ml_GT,Caspofungin_0.5ug.ml_Yield,Tebuconazole_0.0075mg.mL_GT,Tebuconazole_0.0125mg.mL_GT,Tebuconazole_0.0075mg.mL_Yield,Tebuconazole_0.0125mg.mL_Yield,Tyrosol_0.6mg.mL_GT,Tyrosol_0.6mg.mL_Yield
1,BFC,01.Wine_European,WineEuropean,dom,2,0,EUPLOID,hom,Domesticated,Fermentation,0,71.1,56,98.03,78.75,44.55,94.37,82.82,62.75,22,0,51,15.68627451,-1.873329883,-0.124362739,-0.531478297,-0.544771681,-0.440870341,-0.044156843,0.000465392,0.420127243,0.16554125,0.322033769,-0.326936038,-0.022582982,-0.108187616,-0.069615493,0.039446452,0.019174079,-0.041259057,-0.365223574,0.406209292,-0.373979985,-0.193883827,-0.544485117,0.422506325,0.253374189,0.242032936,0.313442484,-0.349341552,-1.842989121,0.124671077,0.126961906,-0.110656242,0.225276664,0.083126445,-0.010909993,0.05100329,0.061883875,0.018380166,-0.011024419,-0.106492522,-0.579909803,-0.146135537,-0.267085058,0.005022725,-5.092668665,-0.326162384,-1.894592137,-0.397774429,-0.438092019,-0.840400453,-0.54813397,-0.155469417,-0.230043907,-0.255929885,-0.198520991,-0.068919626,0.008681895,0.115824579,-0.175654425,-0.367882183,0.095356172,-0.684044114,-0.26307045,-0.842533979,-1.931704443,1.294684702,-0.015240321,0.215809602,-0.045442507,0.045787556,-0.49483328,-5.435866914,-0.063477604,-0.856299304,-0.13667769,-0.390428227,-0.356751957,0.078506425,0.082040215,0.038841048,-1.499999552,-0.348780846,-0.9031069,-0.558641001,-0.813825115,-1.243146191,0.297595512,0.403505874,0.459179516,0.556251517,0.439479002,0.479094911,0.327140407,0.303929975,0.234986819,0.247573237,0.26614134,0.273109308,0.265230427,0.372417661,0.395779391,0.268907103,0.219735732,0.311925497,0.385271516,0.309498476,0.213797546,0.235846245,0.37128577,0.311636795,0.301923295,0.470241356,0.357455729,0.26231632,0.252947671,0.429361736,0.41833358,0.267757895,0.459179516,0.447618215,0.504544591,0.463799052,910.7571856,2444.307727,3229.787016,1745.651731,1803.670949,451.063784,438.6848115,2620.808458,3161.876371,1440.981215,1459.812948,2383.588548,2286.513323,1233.989116,2532.268266,3067.40253,1054.667031,1227.2898,510.0699029,515.3823664,3096.633063,696.7328408,673.2231349,3756.685419,1310.890856,1996.454262,3416.553122,4043.143295,2064.927897,3046.546383,1895.597294,2422.509469,1885.83771,1913.252614,2179.53934,2626.899381,1782.359494,1829.944294,1340.464859,3408.715062,3937.705115,630.1468476,3721.633542,3216.770406,3103.960678,3501.989976,2576.841686,97.22,76.24,34.68,32.49,164,55.23,24.14,4.72,2.36,344.375,704,8.82,89.9,26.7,302.25,191.54,214.29,159.4,210.27,157.67,-0.540427678,-1.776628958,0.041006513,-0.40895347,0.091320351,0.148939277,1.316738116,1.438897931,0.108564566,-0.383182598,2.173417791,4.960411948,0.057255495,-0.345080536,0.390198473,0.480965595,0.288687323,0.240431646,0.508395083,0.663249136,0.065442257,-0.298466784
4,SACE_YAM,01.Wine_European,WineEuropean,dom,2,0,EUPLOID,hom,Human,Human_clinical,0,91.72,64.9986,40.46,16.88,6.71,92.14,83.51,65.02,40.59405941,0,58.19672131,2.816901408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405593721,0.32273469,0.348189855,0.343207864,0.453020258,0.364728075,0.375272505,0.395779391,0.555169161,0.46709907,0.427865538,0.416510654,0.384041111,0.413754498,0.497736586,0.258253499,0.453474154,0.399012956,0.390407244,0.329096259,0.600590374,0.506854114,0.379013469,0.386977819,0.410850258,0.374995125,0.332138861,0.35967565,0.38903983,0.297095312,0.372300573,0.286653718,0.273109308,0.180971356,0.236978278,1006.820803,795.314217,1093.965509,1067.363914,1081.052079,395.4215201,388.4343894,1582.696967,1815.138708,1086.53237,1062.972984,829.3229346,1526.313661,1287.961787,1338.88152,1025.306207,1368.349107,1789.268005,927.1171827,941.4050509,1551.217437,841.9534885,840.7277034,1503.965268,1371.87573,1930.640846,1575.924697,1505.501185,1049.190906,1524.105741,1322.358655,1663.080233,1228.274509,1153.293604,1340.91902,1692.478631,1224.639735,1260.777036,1493.24197,1144.227393,1648.461628,772.6248618,1515.240243,1325.85808,1432.202337,3581.07761,1206.22084,34.94,16.05,5.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,24.39,313.09,226.62,234.84,183.23,233.07,179.78,1.133758311,1.588383216,0.349496917,1.01397775,0.134824446,0.263544163,2.57139877,3.114283225,1.401620825,1.427724856,2.937406762,5.202683109,0.163659271,0.988877196,1.125853941,1.58270134,0.433754264,0.394195785,2.735246515,3.170261308,0.086649819,-0.679528818
5,BKI,01.Wine_European,WineEuropean,dom,2,0,EUPLOID,hom,Domesticated,Wine,0,81.1,66.2,96.08,79.38,37.41,96.51,72.16,58.63,9,0,54,14.81481481,0.029521829,-0.37506902,-0.293327612,-0.085309976,-0.180173058,0.119685836,0.023679279,0.280334022,0.212515731,0.174537097,-0.200693447,0.089270527,-0.046375958,0.101545664,0.013035019,0.00827498,0.075070355,0.060637683,0.000356988,-0.577416878,0.524711404,0.407730062,0.054575044,0.204137125,0.265362972,0.244920284,-0.171823101,0.183781965,0.243657702,0.13277277,-0.147186623,-0.028679055,-0.156369949,0.111056465,0.081911867,0.067567817,0.541501157,0.107855786,0.105996797,-0.103400476,-0.055469163,-0.068591344,0.029593495,1.930841426,0.38358796,-0.200151242,0.300383051,0.133868046,0.682921199,0.549257919,0.544230406,0.384957033,0.816619624,-0.008445655,0.216660414,0.037245124,0.275249557,0.062262351,-0.238692088,0.212621991,0.71846729,0.312892215,0.198691483,1.179539806,1.96051092,1.103863443,0.701048955,0.736002552,0.49942957,0.02662241,1.414594979,0.923473418,0.657543107,0.191329318,0.151306465,0.530072067,0.395349594,0.279388304,0.185851759,1.443907559,0.477671426,0.835548499,0.234060283,-0.323327892,0.496537291,0.615279504,0.5124849,0.519718043,0.385684444,0.309498476,0.479663841,0.388266695,0.428997711,0.506854114,0.453978459,0.37128577,0.373614095,0.356321002,0.424300718,0.380224936,0.518055765,0.456006474,0.371758305,0.475982011,0.456006474,0.53770945,0.514765922,0.433043038,0.417885483,0.390407244,0.494805469,0.468785102,0.471957823,0.350784875,0.413754498,0.410850258,0.364506682,0.402021325,0.384041111,0.297095312,0.390407244,802.747754,2325.590165,3027.363497,1607.458201,1619.137469,504.944006,517.2409056,1832.862896,2887.939541,1177.430975,1133.717182,1769.580492,1875.327644,1036.111602,2452.440466,1460.456354,1966.69333,2503.540168,975.7592532,991.5137645,2922.372283,948.2111511,954.5870062,3198.082571,1556.44749,2110.217755,2603.164677,3081.542183,1810.652087,2427.09683,1844.946302,2291.752571,1663.177269,1690.768896,2073.915804,2443.601913,1816.672823,1857.747587,1648.016501,2595.523967,3237.821444,626.3250614,3190.160484,2855.491818,2588.211151,2961.191855,1991.018582,94.79,74.22,35.96,34.6,159.63,61.53,30.78,4.82,2.41,269.125,1176,6.31,94,33.4,314.41,206.6,221.26,168.65,216.08,162.43,-0.661300869,-1.261828594,0.037484211,-0.305351892,-0.116389979,-0.53493933,2.175616638,2.672491281,0.085688417,-0.30688097,2.555955906,5.396007382,-0.070423552,0.332871659,0.382947378,1.051324488,0.232466177,-0.093478882,1.127225952,1.170419722,0.013795018,-0.126888554
8,BNV,01.Wine_European,WineEuropean,dom,2,0,EUPLOID,hom,Wild,Soil,0,57.6,38.4,92.16,59.86,25.93,88.6,69.61,59.43,0,NA,3,0,NA,-0.279368029,0.884133024,0.449557469,0.03613815,-0.077680554,0.568001145,0.041517352,0.069936245,0.418625367,-0.092343362,-0.264098272,NA,-0.222080387,-0.187926677,-0.241394812,-0.018211701,0.568163273,0.239794736,-0.39650701,0.707979386,NA,1.420780861,0.254273649,0.259669516,0.156353509,0.26539367,NA,0.093853476,0.442513108,-0.233162156,-0.120619047,0.200542103,-0.207624,0.111763532,-0.131246443,0.994266933,-0.012404778,0.417580777,0.381612689,0.386706102,0.537817309,0.066596944,NA,-0.049763895,-0.009852269,0.475720808,-0.470963678,-0.689911689,0.283294667,0.049488999,0.135989605,0.255508332,-0.022147465,-0.126853409,NA,-0.01791253,0.169380346,-1.026039903,0.347012462,-2.12696716,-1.661366657,-0.436396885,-1.37429294,NA,0.279244219,0.600770076,0.950943956,0.484480811,-0.042555918,NA,-0.437156955,-2.841107785,-0.266536981,-0.78368646,-0.481152607,0.175391303,0.476919896,0.485947349,-0.756573072,-0.214729987,-0.921045702,0.162082196,-0.103067426,0.563411224,0.619745359,0.302355124,0.600590374,0.49524505,0.540622038,0.437108166,0.479094911,0.551694318,0.518794711,0.314896386,0.225985064,0.377506069,0.387654342,0.344952625,0.288297916,0.376784466,0.469691001,0.299540357,0.532675303,0.389955561,0.157791184,0.594357203,0.859120644,0.466136336,0.331851593,0.547007678,0.60542869,0.352837991,0.212876432,0.407515391,0.305520235,0.320508647,0.306914553,0.323740851,0.257921047,0.263144821,1260.096667,2031.16154,2795.258235,2063.28661,2217.252203,376.4334268,374.3440515,2178.895434,2936.408905,2087.428563,2223.369508,1418.218774,1040.929088,698.0333479,2321.100261,1884.522835,824.0157056,997.516937,508.8778436,490.3622284,2944.445687,506.7082407,490.0733236,3040.411449,1455.578575,2056.618839,3005.182428,3408.571992,1773.963714,2734.014551,1728.612891,2381.813044,1615.460194,1579.400047,1981.740209,2583.487031,1655.969982,1757.670221,611.2131987,2636.449896,3146.067556,2295.207629,3012.719629,2913.582091,2970.615017,2895.095631,2454.487542,92.33,58.7,14.31,18.6,39.95,41.05,16.85,6.32,3.16,198.75,1064,7.3,58.5,19.49,374.11,226.36,231.35,156.23,231.89,153.16,-0.671773658,-1.887985287,-0.024240743,0.051596994,0.200182124,-0.147235057,1.766103432,2.163257359,0.302299777,0.218201924,2.751083188,3.709203113,0.029825551,0.782284815,0.543675286,0.90170631,0.41030074,0.280041287,1.72844557,1.614891373,-0.05195789,-0.206533935
9,BPB,01.Wine_European,WineEuropean,dom,2,0,EUPLOID,hom,Domesticated,Wine,0,84.2,65.9,89.85,71.6,51.34,91.49,75.23,52.91,10,10,82,63.41463415,NA,-0.266911663,NA,-1.15545338,-1.021940098,-0.325725419,-0.39876486,0.117859726,0.165383729,0.087169563,-0.51305458,0.009338819,-0.038118306,0.068487502,-0.025884267,-0.058028098,-0.025120846,-0.597045561,-0.208997791,-0.476699527,0.255234985,NA,-0.538944168,-0.895585539,-0.846086474,-0.940235589,-0.616934921,NA,0.175505542,-0.059272283,-0.503719873,-0.242166639,-0.160847261,0.037848003,0.044603403,-0.038122477,0.156745751,-0.328170724,-0.324896496,-0.686457416,-0.528162305,-0.519402476,0.074887701,NA,0.03880019,NA,-0.550539043,-1.185528651,-0.200082673,0.328914163,0.409968079,0.295262524,0.669303689,-0.172932062,0.208853167,0.217874462,0.321593943,-0.092775517,-0.318610181,0.349013831,-0.263325297,-0.227856683,0.235058997,0.560317658,NA,-0.897339543,-0.988602155,-1.904652875,-1.280370278,-0.273622485,NA,0.793321806,0.122589575,-0.026211269,-0.141446416,-0.054571426,0.346700313,0.326582832,0.449077047,0.866673379,-0.331547581,-0.175356207,-0.270804013,-1.145041333,0.09481691,0.894510519,0.553930993,0.544847072,0.174367964,0.136390898,0.385271516,0.566956389,0.485629052,0.289388437,0.315201272,0.272217844,0.260585858,0.171487409,0.40655513,0.38903983,0.356644248,0.35967565,0.330899991,0.643035098,0.141707238,0.140216284,0.333639883,0.415667408,0.183205811,0.518794711,0.481898755,0.572560059,0.32477325,0.177840407,0.277967815,0.420441167,0.367372444,0.401660753,0.297479492,0.358198604,0.297903129,672.063325,2106.544038,2713.677253,729.9989272,760.3023875,236.8431145,241.5856832,2081.140068,3657.339219,498.3716605,494.7439177,1110.563808,844.1829374,671.0130286,2237.194672,538.9010586,632.6140685,659.380783,564.2678015,555.505378,3305.353091,473.3803874,442.9780994,3209.458144,980.1164265,1388.288173,2987.452282,2794.676497,1924.454703,2763.765423,2101.387567,2470.048393,699.6973298,702.9655638,2590.376007,2956.702595,647.3794597,686.8881608,544.2676147,2669.895265,3134.895717,2037.8363,3351.344272,2851.895534,2585.119198,3357.667781,2282.823617,90.86,60.88,29.26,18.43,38.54,49.14,19.28,5.63,2.81,276.5,2952,11.24,84.7,26.56,339.55,224.29,250.2,181.76,248.76,177.5,-0.449275941,-1.637261049,0.0323101,0.832745331,-0.006811953,-0.308693191,2.513952427,2.946437991,-0.371932,-0.744739229,1.514321823,0.339377078,0.070087238,0.859831108,0.680462759,1.605287775,0.235824259,-0.039192968,1.144295621,1.471856671,-0.059348002,0.174773559
10,BPT,01.Wine_European,WineEuropean,dom,2,0,EUPLOID,het,Domesticated,Wine,0,73.7,53.8,97.18,100.63,72.08,96.62,90.08,79.46,0,NA,58,34.48275862,-0.059793856,-0.05982867,NA,-0.701565207,-0.432284875,-0.219473428,-0.079655504,0.054852362,-0.004406113,0.059832358,-0.142817707,-0.036384906,-0.129168885,-0.039231001,0.031786725,-0.024906008,-0.111434288,-0.243546237,-0.133382936,-0.243104338,0.058525443,-0.112378268,0.399774777,0.34504306,-0.155227205,0.167779326,-0.186150625,0.018924359,-0.869022349,-0.077691916,-0.503818465,-0.673142808,-0.438702114,-0.104072404,-0.126163545,-0.170299311,0.427691467,0.045476014,-0.334130791,-0.649502706,-0.172159975,-0.074519195,0.060348696,-0.641694893,-1.03661552,NA,-0.434408803,-0.71897269,-0.647350915,0.033536904,-0.096797053,-0.561639583,-0.043374487,-0.336305531,-0.530589489,-0.24928047,-0.484194367,-0.946983763,-1.274550169,-0.360952869,0.224953458,0.234146979,-0.777457765,-0.322551829,-0.02669836,1.351948815,0.118782092,-0.780194914,-0.480664921,-0.509566258,0.17566577,-2.639563251,-0.730319935,-0.122294331,-0.544144332,-1.045642385,-0.627685129,-0.755170439,-0.423938532,0.380044165,-0.648830423,-0.759318368,-0.061880841,-0.821694093,-0.113862366,0.646291709,0.372136825,0.338836394,0.302793571,0.407515391,0.505379212,0.282406176,0.343653736,0.307660096,0.365533439,0.38050501,0.403505874,0.414210773,0.390726955,0.438705771,0.501728518,0.30465436,0.297903129,0.275419219,0.278328501,0.281074119,0.315862922,0.523112636,0.428376488,0.253994,0.45852832,0.494805469,0.301257448,0.38903983,0.296457171,0.326081333,0.297642127,0.417463637,0.474188809,0.30465436,0.399535195,1560.399868,2321.099732,3116.512529,1849.37962,1910.17582,475.3746972,485.2984309,2411.193999,4034.124246,1888.654469,1914.872387,2391.779533,2308.919838,1335.258062,2595.853069,789.6775254,1889.853156,2657.035668,1001.586693,1210.614811,3472.921584,837.4055535,830.3557741,3451.635675,1446.856308,2071.919413,3467.833812,3514.382439,2017.993497,2855.380525,2260.860334,2736.08177,1759.884809,1746.691297,2624.259462,3043.498201,1866.946937,1865.04678,1780.834189,3056.532819,3717.217776,859.6054296,3535.829575,3142.50694,3390.114844,3729.320167,2699.417307,94.98,78.61,47.02,21.67,60.98,56.23,23.29,16.06,8.03,285.375,672,7.81,89.5,30.39,337.51,227.39,215.65,162.36,212.92,156.2,-0.800534684,-1.646435694,-0.017268668,-0.096792694,0.020083331,-0.331547485,2.354927197,2.810879825,0.129279834,0.495769881,2.897711063,5.808710935,0.098119796,0.33687507,0.517226232,1.22318769,0.201982571,-0.000238946,1.406402539,1.440150585,-0.059524785,-0.172877241
11,BQM,01.Wine_European,WineEuropean,dom,2,0,EUPLOID,het,Domesticated,Wine,0,65.6,58.2,91.92,64.55,37.76,94.94,66.06,48.61,0,NA,47,17.0212766,0.103600839,-0.434087936,-0.837140772,-0.277724806,-0.356524366,0.17433935,-0.038304105,-0.027863279,0.102093627,0.097966978,-0.036475861,0.080100641,0.057264746,-0.073350554,0.03709043,-0.144557438,-0.003589847,-0.546642188,-0.270025944,-0.157497471,-0.403498611,-0.657579206,0.129070308,0.231237798,0.165886592,0.200463109,0.186102748,-0.251628124,0.058677904,-0.035582834,-0.242463785,-0.290410177,-0.083847091,0.078969921,0.063565306,-0.073669332,-0.080483899,0.109936537,-0.269153817,-0.218003078,0.060918793,-0.009434162,0.068905959,NA,0.16372648,0.055697172,0.533310971,-0.446528334,0.997872888,0.528086452,0.223943041,-0.258794915,0.18386776,0.030560698,0.135614316,-0.311947605,-0.016523275,-0.414194777,-0.664775603,-0.185519841,0.241269634,0.070887886,0.77506783,-0.16985189,2.431669764,1.098085668,0.538543042,0.835846077,0.419443816,0.462452355,0.666646135,0.520768444,0.339546973,0.212291847,0.054738874,0.201189299,0.210284348,0.065822222,-0.085110944,0.344024298,0.291607219,0.06009704,0.129490129,-0.010473949,1.222406482,0.54299163,0.315493024,0.302793571,0.442311493,0.469691001,0.47151817,0.437571877,0.427031249,0.349128916,0.315862922,0.342890405,0.322171286,0.362980473,0.389955561,0.407515391,0.488095031,0.320339236,0.269718732,0.362980473,0.285237111,0.228463359,0.32111726,0.474675688,0.469232554,0.29824062,0.432094119,0.553026838,0.321478904,0.620097259,0.464496936,0.23980391,0.285051218,0.513802543,0.358198604,0.246790802,0.331118424,1710.672813,2356.370123,3185.838905,1892.809774,1890.933619,526.1960187,518.7606958,2383.18479,3094.60464,1794.669486,1779.75979,2225.058928,2916.975332,1359.130964,2669.081727,1265.314773,2303.484572,2965.326464,1033.372736,1091.120195,3513.053371,970.9920208,949.5536471,3486.938663,1889.949621,2639.416776,3177.672755,3962.205905,2115.860355,2865.754487,2015.127666,2624.191144,1840.093298,1834.564968,2538.292818,3098.058567,1832.250893,1847.538263,2732.361136,2982.642234,3559.994099,906.8190326,3286.73929,3192.650181,3432.93921,3693.298977,2681.872271,89.93,54.25,24.57,21.29,63.78,56.23,23.29,2.52,1.26,390,1712,7.52,89.8,34.19,313.12,208.79,198.9,148.06,195,144.03,-0.244493613,-0.896934459,0.129119804,-0.635766944,0.052892709,-0.26637582,2.028804857,2.808614405,0.253584371,0.115010549,2.572190712,6.06834287,0.054730414,-0.007693448,0.227505368,0.998756519,0.262320764,0.132380618,1.267013207,1.542893554,0.069764244,-0.139778671
12,BFK,01.Wine_European,WineEuropean,dom,2,0,EUPLOID,hom,Wild,Tree,0,80.1,69,99.2,73.4,33.5,94.84,90.25,83.04,32,9.375,72,33.33333333,-0.168813782,-0.300029398,-0.69982224,-0.482813681,-0.229227945,-0.245657082,-0.072295586,-0.011648534,-0.324293543,-0.025520098,-0.239136929,-0.127169719,-0.373615246,-0.206049485,-0.06972982,-0.346057972,-0.15718031,-0.180551178,-0.20239015,-0.075071706,-0.498184728,-0.521033196,-0.324987794,-0.658612191,-0.641372349,-0.710431308,-0.507387694,-0.309172732,-0.571711389,-0.052234693,-0.224618711,-0.30646864,-0.156447923,-0.106003543,-0.158152723,-0.068361428,-0.286952525,0.042853699,-0.443790427,-0.528041749,-0.176292031,-0.677842503,0.052499284,NA,-0.808389814,-0.170146176,-0.35640801,-0.567725679,0.565504637,0.461070873,0.009591249,-1.144940192,-0.131128825,-0.087001879,-0.169472808,-0.478702546,-0.062271393,-0.645982593,-0.77526569,-0.360991736,-0.466494324,-0.455207185,0.157613319,-0.469013437,0.880313623,-0.233160373,-1.040093704,-2.201824373,-1.731531343,-0.786710293,-0.096992107,-0.699422197,0.180427608,-0.495681015,-0.37407781,-0.388826236,-0.37343831,-0.671889441,-0.430121739,-0.113696286,-0.057913535,-0.506458151,-0.059946039,-1.163406127,-0.846553839,0.583742635,0.358904454,0.296841639,0.594357203,0.334955521,0.37432533,0.732269954,0.594357203,0.588821062,0.274978755,0.238184597,0.361591641,0.358198604,0.539606404,0.656643309,0.530534156,0.373259778,0.308508689,0.667024953,0.392737094,0.401237081,0.612616561,0.459707276,0.433674176,0.399012956,0.484962684,0.393120966,0.388266695,0.563483679,0.417463637,0.317175404,0.558348463,0.487529682,0.516633238,0.450047766,0.51718579,1366.025464,2381.125908,2909.193584,1470.025448,1484.690795,547.2500736,543.1186685,2357.994068,3201.114671,1163.794135,1154.219412,1959.078458,2180.965613,1185.475842,2563.871461,1545.980951,2875.754953,3721.955247,1689.688032,2241.951871,3432.339892,790.4137482,747.9707083,3051.612331,3071.116956,4021.389693,3401.22853,3828.409551,1388.488481,1794.549873,2431.446515,2882.366069,1967.412609,1893.057911,2779.083929,3150.915587,2158.191782,2183.064645,2105.680087,2639.579393,3740.296879,910.4311233,3483.214915,3141.15201,2783.321905,3288.529905,2014.53585,100.64,99.07,44.09,27.38,66.71,55.73,25.95,5.19,2.59,164.5,1024,8.68,89.3,22.51,323.83,204.55,205.64,141.16,204.53,140.04,0.13743473,0.143987799,0.052817563,-0.072314815,-0.047255789,-0.266740611,2.820088726,3.652296353,0.079739866,-0.177170761,2.842605648,5.627672613,-0.121233708,0.264308246,0.277833748,0.544181288,0.272809591,0.14983684,1.976624965,2.255813638,-0.0507737,-0.270013719
